timestamp,tof0,tof1
1734907677.6211433,255.0,255.0
1734907677.6211662,255.0,255.0
1734907677.6238904,255.0,255.0
1734907677.6240869,255.0,255.0
1734907677.6250942,255.0,255.0
1734907677.6253445,255.0,255.0
1734907677.6267648,255.0,255.0
1734907677.6268146,255.0,255.0
1734907677.6280813,255.0,255.0
1734907677.6281185,255.0,255.0
1734907677.6297314,255.0,255.0
1734907677.6297877,255.0,255.0
1734907677.6310747,255.0,255.0
1734907677.6312373,255.0,255.0
1734907677.632645,255.0,255.0
1734907677.6327794,255.0,255.0
1734907677.6340616,255.0,255.0
1734907677.6341777,255.0,255.0
1734907677.6351738,255.0,255.0
1734907677.6354282,255.0,255.0
1734907677.6369908,255.0,255.0
1734907677.6371665,255.0,255.0
1734907677.6383388,255.0,255.0
1734907677.6386445,255.0,255.0
1734907677.6397505,255.0,255.0
1734907677.6398153,255.0,255.0
1734907677.6409416,255.0,255.0
1734907677.641402,255.0,255.0
1734907677.642361,255.0,255.0
1734907677.6424904,255.0,255.0
1734907677.6437447,255.0,255.0
1734907677.6439667,255.0,255.0
1734907677.6454644,255.0,255.0
1734907677.645555,255.0,255.0
1734907677.6469748,255.0,255.0
1734907677.6471364,255.0,255.0
1734907677.648678,255.0,255.0
1734907677.6496952,255.0,255.0
1734907677.6501353,255.0,255.0
1734907677.6511905,255.0,255.0
1734907677.6515858,255.0,255.0
1734907677.6529388,255.0,255.0
1734907677.6529775,255.0,255.0
1734907677.654656,255.0,255.0
1734907677.6546824,255.0,255.0
1734907677.6559558,255.0,255.0
1734907677.6561394,255.0,255.0
1734907677.6573737,255.0,255.0
1734907677.6575577,255.0,255.0
1734907677.6584525,255.0,255.0
1734907677.6585715,255.0,255.0
1734907677.6599126,255.0,255.0
1734907677.660108,255.0,255.0
1734907677.6614292,255.0,255.0
1734907677.6614554,255.0,255.0
1734907677.6632009,255.0,255.0
1734907677.6633847,255.0,255.0
1734907677.6648664,255.0,255.0
1734907677.6648812,255.0,255.0
1734907677.6662824,255.0,255.0
1734907677.6663225,255.0,255.0
1734907677.66753,255.0,255.0
1734907677.6676052,255.0,255.0
1734907677.6688542,255.0,255.0
1734907677.6688843,255.0,255.0
1734907677.6704805,255.0,255.0
1734907677.6705956,255.0,255.0
1734907677.6717389,255.0,255.0
1734907677.6718283,255.0,255.0
1734907677.673166,255.0,255.0
1734907677.6731794,255.0,255.0
1734907677.6743166,255.0,255.0
1734907677.6744618,255.0,255.0
1734907677.6757023,255.0,255.0
1734907677.6758842,255.0,255.0
1734907677.677226,255.0,255.0
1734907677.6773784,255.0,255.0
1734907677.6787517,255.0,255.0
1734907677.6788514,255.0,255.0
1734907677.6805952,255.0,255.0
